age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
70,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,3,0,40,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,3493,0,20,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Female,4,0,70,United-States,<=50K
31,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,4,0,40,United-States,<=50K
60,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,2,0,33,United-States,<=50K
39,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Female,2,0,40,United-States,<=50K
51,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Male,3,0,40,United-States,<=50K
67,Private,12th,Never-married,Exec-managerial,Own-child,White,Female,0,0,36,United-States,<=50K
29,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,0,40,United-States,>50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,72,United-States,>50K
55,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Male,13794,2,40,United-States,>50K
35,State-gov,Some-college,Never-married,Sales,Unmarried,White,Female,5,0,40,India,<=50K
29,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,2,0,40,United-States,<=50K
31,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,3,0,40,United-States,<=50K
31,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Female,-1,0,26,United-States,<=50K
31,Private,12th,Married-spouse-absent,Other-service,Own-child,White,Female,1,0,40,Mexico,<=50K
30,Private,Some-college,Never-married,Sales,Own-child,Black,Female,3,0,40,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Female,2,0,24,United-States,<=50K
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,3317,0,40,United-States,<=50K
54,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,2,0,37,United-States,<=50K
40,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,Female,3,0,59,United-States,>50K
50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,40,United-States,>50K
67,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,3598,0,24,United-States,<=50K
43,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,37,United-States,<=50K
25,Private,Some-college,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
56,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,59,United-States,>50K
31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,1,0,47,United-States,<=50K
27,Local-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,2,0,40,United-States,<=50K
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15229,0,50,United-States,>50K
22,Private,HS-grad,Never-married,Sales,Own-child,White,Female,2,0,39,United-States,<=50K
31,Federal-gov,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Female,4,0,40,United-States,<=50K
22,Private,10th,Never-married,Machine-op-inspct,Own-child,White,Female,3,0,41,Outlying-US(Guam-USVI-etc),<=50K
29,Private,Bachelors,Never-married,Protective-serv,Own-child,White,Female,0,0,40,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,40,United-States,>50K
22,Private,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,3735,0,44,China,<=50K
52,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,5,0,40,United-States,<=50K
50,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,40,United-States,<=50K
59,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,2,0,40,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,59,United-States,>50K
47,Local-gov,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,2,0,78,United-States,<=50K
66,Self-emp-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,2,0,50,United-States,<=50K
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,42,United-States,<=50K
39,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,3,0,50,United-States,<=50K
26,Federal-gov,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,6,1530,20,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,40,United-States,>50K
18,Private,Bachelors,Never-married,Machine-op-inspct,Own-child,White,Female,2,0,27,United-States,<=50K
54,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,2067,40,United-States,>50K
54,State-gov,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,1,1,45,United-States,<=50K
19,Private,7th-8th,Never-married,Other-service,Own-child,White,Female,3,0,32,United-States,<=50K
80,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,6,-2,36,United-States,<=50K
52,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,82,United-States,>50K
52,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,65,United-States,>50K
22,Private,10th,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,0,0,20,United-States,<=50K
29,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,4,0,72,United-States,<=50K
58,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Female,2,1893,78,United-States,<=50K
62,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,7533,0,70,United-States,>50K
38,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,5,0,40,United-States,<=50K
31,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,1,0,35,United-States,<=50K
25,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Black,Female,3,0,28,United-States,<=50K
46,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,3,0,50,United-States,>50K
22,Private,Assoc-voc,Never-married,Adm-clerical,Other-relative,White,Female,-1,0,19,United-States,<=50K
33,Private,9th,Married-civ-spouse,Craft-repair,Husband,Black,Male,1,0,40,United-States,<=50K
30,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,2,1902,67,United-States,>50K
21,Private,Some-college,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,United-States,<=50K
23,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,2,0,24,Guatemala,<=50K
18,Private,Bachelors,Never-married,Sales,Other-relative,White,Female,-11,0,18,United-States,<=50K
67,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,8,0,45,United-States,<=50K
