age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,Some-college,Never-married,Exec-managerial,Other-relative,Black,Male,1,0,40,United-States,<=50K
20,Private,11th,Never-married,Prof-specialty,Not-in-family,Black,Male,1,0,40,United-States,<=50K
20,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,2,1908,35,United-States,<=50K
52,State-gov,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,6,0,45,United-States,>50K
27,Private,HS-grad,Never-married,Exec-managerial,Other-relative,Black,Male,2,0,40,United-States,<=50K
45,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,9,0,40,United-States,<=50K
53,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,1,0,43,United-States,>50K
35,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,2,0,45,United-States,<=50K
28,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,0,29,United-States,>50K
53,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,4,0,40,United-States,<=50K
49,Private,11th,Divorced,Sales,Unmarried,White,Female,4,0,44,United-States,<=50K
61,Private,Masters,Separated,Exec-managerial,Unmarried,Black,Female,4,0,35,United-States,<=50K
40,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Male,2,2145,40,United-States,<=50K
59,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,1,0,71,United-States,<=50K
25,Private,11th,Never-married,Sales,Own-child,Black,Male,9,0,40,United-States,<=50K
50,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,3,0,40,United-States,>50K
33,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,1,0,40,United-States,<=50K
36,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Black,Female,5,0,50,Outlying-US(Guam-USVI-etc),<=50K
48,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,59,United-States,>50K
24,State-gov,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,3,0,47,United-States,<=50K
25,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,Black,Male,-1,0,40,United-States,<=50K
24,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,3,0,36,Mexico,<=50K
74,Self-emp-not-inc,7th-8th,Married-civ-spouse,Protective-serv,Husband,Black,Male,2,0,79,United-States,<=50K
28,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,3,0,40,Philippines,<=50K
54,Private,HS-grad,Separated,Other-service,Unmarried,Black,Female,5,0,40,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,2,0,40,United-States,>50K
59,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,0,40,United-States,>50K
32,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,4,0,40,Cuba,<=50K
58,Private,Assoc-acdm,Separated,Prof-specialty,Other-relative,Black,Female,3,0,20,United-States,<=50K
24,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,36,United-States,<=50K
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,36,Peru,<=50K
21,Private,Bachelors,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,4,0,40,United-States,<=50K
21,Private,Preschool,Never-married,Handlers-cleaners,Own-child,Black,Male,3,0,40,United-States,<=50K
20,Private,11th,Never-married,Farming-fishing,Other-relative,Black,Male,2,0,40,Mexico,<=50K
58,Self-emp-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Philippines,<=50K
58,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,17,0,59,United-States,<=50K
56,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
45,Private,Masters,Divorced,Exec-managerial,Unmarried,Black,Male,2,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,5,0,45,Cuba,<=50K
35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,1,0,40,United-States,<=50K
20,Private,10th,Never-married,Other-service,Own-child,Black,Male,3,0,14,United-States,<=50K
22,Local-gov,HS-grad,Never-married,Other-service,Own-child,Black,Female,2,0,40,United-States,<=50K
59,Private,Assoc-voc,Separated,Prof-specialty,Unmarried,White,Male,2,0,38,United-States,<=50K
26,Private,11th,Never-married,Handlers-cleaners,Unmarried,Black,Male,5,0,40,Mexico,<=50K
52,Self-emp-inc,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,4,0,40,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,39,United-States,>50K
30,Private,7th-8th,Never-married,Handlers-cleaners,Other-relative,Black,Male,5,0,35,United-States,<=50K
31,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,6,0,70,United-States,<=50K
57,Private,Assoc-voc,Never-married,Sales,Other-relative,Black,Male,0,0,70,United-States,<=50K
51,Private,7th-8th,Married-spouse-absent,Protective-serv,Other-relative,Black,Male,1,0,40,United-States,<=50K
55,Local-gov,HS-grad,Never-married,Protective-serv,Unmarried,Black,Male,8,0,40,Haiti,<=50K
26,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,1,0,20,United-States,<=50K
45,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,3,0,36,United-States,<=50K
35,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,1,0,50,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,2,0,50,United-States,>50K
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,19,United-States,>50K
66,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,<=50K
22,Private,9th,Never-married,Sales,Own-child,Black,Male,2,0,45,United-States,<=50K
25,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,5,0,40,Haiti,<=50K
23,Private,9th,Never-married,Protective-serv,Other-relative,Black,Male,1,0,81,United-States,<=50K
33,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,Black,Male,4,0,71,United-States,<=50K
53,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,4,0,69,United-States,>50K
20,Private,11th,Never-married,Exec-managerial,Other-relative,White,Male,0,0,20,United-States,<=50K
40,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,7,0,40,United-States,<=50K
55,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,35,United-States,<=50K
20,Private,Some-college,Separated,Machine-op-inspct,Unmarried,Black,Female,5,0,40,United-States,<=50K
55,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,0,40,United-States,>50K
18,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,3,1842,40,United-States,<=50K
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,3503,0,72,United-States,>50K
35,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,3,0,40,United-States,<=50K
23,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,Canada,>50K
55,Private,Preschool,Divorced,Craft-repair,Not-in-family,White,Male,2,0,40,Mexico,<=50K
24,Private,Some-college,Never-married,Protective-serv,Other-relative,Black,Male,2,0,40,United-States,<=50K
57,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
40,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,2,0,35,United-States,<=50K
26,Self-emp-not-inc,HS-grad,Never-married,Protective-serv,Own-child,Black,Male,3,0,50,United-States,<=50K
29,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,4,0,17,United-States,<=50K
39,Self-emp-not-inc,HS-grad,Divorced,Sales,Unmarried,White,Female,4,0,40,United-States,<=50K
26,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,2,1900,40,United-States,<=50K
50,Local-gov,HS-grad,Divorced,Handlers-cleaners,Unmarried,Black,Male,6,0,36,United-States,<=50K
33,Federal-gov,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,4,0,40,United-States,<=50K
59,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,81,United-States,<=50K
39,Private,HS-grad,Separated,Craft-repair,Other-relative,White,Male,2,0,40,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,5,0,40,United-States,<=50K
31,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Black,Male,2,0,40,United-States,<=50K
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,35,Peru,<=50K
26,Private,Some-college,Never-married,Exec-managerial,Unmarried,Black,Male,3,0,40,United-States,<=50K
54,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,79,United-States,<=50K
25,Private,Some-college,Never-married,Tech-support,Other-relative,Black,Female,0,0,35,Dominican-Republic,<=50K
47,Local-gov,HS-grad,Divorced,Sales,Unmarried,White,Female,2,0,20,United-States,<=50K
41,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,Black,Male,7,0,40,United-States,<=50K
42,Private,9th,Separated,Sales,Unmarried,Black,Female,4,0,37,United-States,<=50K
