age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
31,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,0,1.5414185758255394,14,1
53,F,African-American,Greater than 45,High,Male,0,-1,9,0,0,0,-0.6127198243250302,6,0
53,M,African-American,Greater than 45,Medium,Male,7,-1,9,1,2,0,3.0406166244760406,34,0
33,F,African-American,25 - 45,Low,Male,3,-1,3,0,0,0,-0.0936517458456809,25,1
30,M,African-American,25 - 45,High,Male,0,-1,7,0,2,0,-0.3981519611889756,27,1
51,M,African-American,Greater than 45,Low,Male,0,-1,4,0,0,0,1.768043004927193,15,0
29,F,African-American,25 - 45,Medium,Male,0,0,5,0,0,0,0.5564961888383853,101,0
30,M,Caucasian,25 - 45,Low,Female,1,0,4,0,0,0,19.46659653801034,3,0
26,F,African-American,Less than 25,High,Male,0,-1,10,0,0,0,-1.406763606754773,17,1
53,M,African-American,Greater than 45,Medium,Male,6,0,5,0,0,0,1.861822720844576,38,0
37,F,African-American,Greater than 45,Low,Male,1,0,3,0,0,0,1.4356462799633385,7,0
48,M,African-American,Greater than 45,Low,Male,0,-1,3,0,0,0,1.348188689215143,19,0
58,M,African-American,Greater than 45,Medium,Male,3,-1,5,0,0,0,0.1282661370412621,41,1
55,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,0,1.1496454442812598,28,0
21,F,African-American,Less than 25,High,Male,0,-1,9,0,0,0,1.118534607117318,43,0
22,F,African-American,Less than 25,High,Male,0,-1,9,0,0,0,1.7764962730097864,32,0
52,M,African-American,Greater than 45,Low,Male,5,0,3,0,0,0,2.3692614081172723,20,0
48,M,African-American,25 - 45,Medium,Male,0,0,5,0,0,0,0.2375401019258032,37,0
28,F,African-American,25 - 45,Medium,Male,18,0,5,0,0,0,-0.6260807861663842,39,1
54,F,Caucasian,Greater than 45,Low,Female,6,-1,1,0,0,0,2.6062283266001867,24,0
31,F,African-American,25 - 45,Low,Male,0,-1,3,0,0,0,1.4345467754945511,23,1
34,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,0.7626385565476745,23,1
22,M,African-American,Less than 25,High,Male,8,0,9,0,0,0,-1.0908597211036646,39,0
36,F,African-American,Greater than 45,Low,Male,0,-1,3,0,0,0,1.379414318321419,29,1
50,F,African-American,Greater than 45,Medium,Male,0,-1,5,0,0,0,0.3383530727560929,13,0
27,F,African-American,Less than 25,High,Male,0,-1,5,0,0,0,0.494427230082439,26,0
33,M,African-American,25 - 45,Medium,Male,3,0,5,0,0,0,-1.2547328213798867,37,0
22,F,African-American,Less than 25,High,Male,0,-1,9,0,0,0,-1.242171957079231,41,1
27,M,African-American,Less than 25,Medium,Male,4,-1,5,0,0,0,-0.4289952653123079,11,0
55,M,African-American,25 - 45,High,Male,1,0,6,0,0,0,-0.5910284271399113,40,0
37,F,Caucasian,25 - 45,Low,Female,1,0,1,0,0,0,0.6549994685291971,4,1
30,F,African-American,25 - 45,Medium,Male,3,-1,6,0,0,0,0.0008086383853154,40,1
56,F,African-American,Greater than 45,Low,Male,0,-1,1,0,0,0,1.5939315286939486,27,0
57,M,African-American,Greater than 45,High,Male,22,-1,9,1,1,0,3.049759137721841,65,1
27,F,African-American,25 - 45,Medium,Male,1,0,5,0,0,0,1306.1260437972624,42,1
52,M,Caucasian,25 - 45,Low,Female,0,-3,2,0,0,0,0.8581303409774674,14,0
57,F,African-American,Greater than 45,Low,Male,3,0,1,0,0,0,1.4474922536397985,36,1
28,M,African-American,25 - 45,Medium,Male,4,-18,2,0,0,0,920.9305448615224,53,0
30,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,-2.4477214110894305,12,0
34,F,African-American,25 - 45,Medium,Male,0,0,3,0,0,0,0.3693538233326864,43,0
54,F,African-American,Greater than 45,High,Male,9,0,9,0,0,0,2.2796039915886848,718,1
