age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,juv_fel_count,juv_misd_count,juv_other_count,c_days_from_compas,length_of_stay,two_year_recid
28,M,African-American,25 - 45,Medium,Male,4,0,5,0,0,0,-0.6685585186937499,26,0
21,F,African-American,Less than 25,High,Male,0,-1,10,0,0,0,-3.795872016978021,22,1
30,M,African-American,25 - 45,Medium,Male,0,-1,5,0,0,0,-0.0621100411125512,7,0
22,F,African-American,Less than 25,Low,Female,1,0,3,0,0,2,0.8201251291973186,30,0
26,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,-0.988811139369959,33,1
30,M,Caucasian,25 - 45,High,Male,7,-1,9,0,2,4,0.2914650016410668,47,0
58,M,African-American,Greater than 45,High,Male,0,-1,9,0,0,0,2.313776610899658,29,0
22,F,African-American,Less than 25,Medium,Female,0,-1,5,0,0,0,-0.2684306507318557,1108,0
36,F,African-American,25 - 45,Low,Female,0,0,3,0,0,0,0.5256465541832099,13,0
30,F,African-American,25 - 45,Medium,Male,8,0,5,0,0,0,-0.8445203481215489,35,0
22,M,African-American,Less than 25,Low,Male,0,-1,4,0,0,0,-0.937335474775663,17,0
26,M,Caucasian,25 - 45,High,Male,10,0,10,0,0,0,-1.208892419249792,70,1
22,M,Caucasian,Less than 25,Low,Male,1,0,4,0,0,0,-0.7190389964542017,22,0
56,M,Caucasian,25 - 45,Low,Female,0,-1,3,0,0,0,3.1804733206248192,27,0
57,F,Caucasian,Greater than 45,High,Male,20,-1,9,0,0,0,-1.4349798082334144,4909,1
51,M,Caucasian,Greater than 45,Low,Male,4,0,3,0,0,0,294.50406477918364,55,1
21,M,African-American,Less than 25,High,Male,0,0,9,0,0,1,1035.9732361370836,50,0
29,F,African-American,25 - 45,High,Male,0,-1,9,0,0,0,0.4643711582254139,28,0
29,F,Caucasian,25 - 45,Low,Female,0,-1,1,0,0,0,1.8247707986687072,19,0
25,F,Caucasian,Less than 25,High,Male,0,0,10,0,0,0,-2.979312915240256,791,0
54,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,0,2.3613389176911017,12,0
31,M,African-American,25 - 45,Low,Female,0,0,3,0,0,0,2.341481060352524,10,0
35,F,African-American,25 - 45,Low,Male,3,0,3,0,0,0,0.5350205742978139,18,0
36,F,Caucasian,25 - 45,Low,Female,1,0,4,0,0,0,1209.5600942977908,13,0
38,M,African-American,Greater than 45,Low,Female,4,0,3,0,0,0,1.7870379358982853,15,0
23,F,African-American,Less than 25,Low,Male,1,0,4,0,0,0,0.008863661558784,31,1
31,F,Caucasian,25 - 45,High,Male,4,0,10,0,0,0,573.4873714394737,760,0
37,F,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,0,1.3352547489747064,22,0
38,M,African-American,Greater than 45,Low,Female,0,-1,2,0,0,0,1.7418920543746004,1,0
30,F,Caucasian,25 - 45,High,Male,15,-1,10,0,1,1,-0.441339393985128,44,1
23,F,Caucasian,Less than 25,Low,Male,1,-1,2,0,0,0,0.2090572012669294,26,0
30,F,African-American,25 - 45,Low,Male,6,-1,3,0,0,0,0.9245063077045366,32,1
37,F,African-American,25 - 45,Low,Female,2,0,3,0,0,0,26.596882065671146,27,0
27,F,Caucasian,25 - 45,Medium,Male,1,0,5,0,0,0,-2.167695984835213,856,0
21,M,African-American,Less than 25,High,Male,0,-1,7,0,0,0,-1.1037247232137333,36,0
37,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,0,0.760064889037359,47,0
22,M,Caucasian,Less than 25,High,Male,0,-1,10,0,0,0,-0.6140808206010824,55,0
23,M,African-American,Less than 25,High,Male,0,-1,5,0,0,0,-2.2758764694667537,35,0
55,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,0,-0.4458429207243295,23,0
50,M,African-American,Greater than 45,Low,Female,0,0,1,0,0,0,27.50465110601452,-1,0
29,F,Caucasian,Less than 25,Low,Female,0,-1,3,0,0,0,0.9018726823283048,20,1
23,F,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,0,1.354417787899597,-81,0
54,F,Caucasian,Greater than 45,Medium,Male,1,-1,5,0,0,0,0.6225043040162005,147,0
56,F,Caucasian,Greater than 45,Low,Female,4,-1,1,0,0,0,-0.4824154242359877,45,0
51,F,Caucasian,Greater than 45,Low,Male,3,0,4,0,0,0,1.1071354124274468,29,0
24,F,Caucasian,25 - 45,Low,Female,0,-3,3,0,0,0,0.9119301276010342,13,1
54,F,Caucasian,Greater than 45,Low,Female,5,0,1,0,0,0,-1.6151429325575786,36,0
31,F,Caucasian,25 - 45,Low,Female,2,-24,1,0,0,0,4.54170372231992,17,1
36,F,Caucasian,Less than 25,Low,Male,1,0,4,0,0,0,0.4047657974099936,19,0
55,M,African-American,Greater than 45,High,Male,0,-1,9,0,0,0,0.3802017682429967,6,0
34,M,African-American,Greater than 45,Medium,Male,0,-1,5,0,0,0,0.1756748773828322,7,0
22,M,Caucasian,Less than 25,Low,Male,1,-2,4,0,0,0,2.207063584391511,34,0
35,F,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0,1376.401782318218,28,0
35,F,Caucasian,25 - 45,Low,Male,1,0,3,0,0,0,203.3619239137105,29,0
34,M,African-American,25 - 45,Medium,Male,1,0,5,0,0,0,-0.0556356087928349,34,0
33,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,1.2870450155434108,0,0
44,F,African-American,25 - 45,High,Male,18,0,5,0,1,0,948.1635111381904,60,1
36,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,1.3786617593310004,22,0
49,F,African-American,Greater than 45,Low,Female,3,-25,3,0,0,0,25.70691326143405,32,1
28,F,African-American,Greater than 45,Low,Female,3,0,4,0,0,0,1.474930395316282,24,0
34,M,African-American,25 - 45,Low,Male,2,0,4,0,0,0,0.8918616949908762,39,0
52,M,Caucasian,25 - 45,Medium,Male,0,-1,4,0,0,0,1.631429276873119,20,0
36,M,African-American,25 - 45,Low,Male,0,-1,3,0,0,0,1.9263309764671983,22,0
26,F,Caucasian,25 - 45,High,Male,17,-1,9,0,0,0,-1.776972836663851,37,1
22,F,Caucasian,Less than 25,Low,Male,1,0,4,0,0,0,-0.2799415997298295,24,0
53,F,African-American,Greater than 45,High,Male,10,0,9,1,1,4,1.1885963132906032,48,1
68,F,African-American,Greater than 45,Low,Female,0,-1,1,0,0,0,0.9406425951270174,31,1
21,F,African-American,Less than 25,High,Male,0,-1,10,0,0,0,-2.222621857354285,18,0
50,F,African-American,Greater than 45,Low,Female,3,0,4,0,1,0,0.2604857612586932,31,1
37,M,African-American,25 - 45,Low,Female,0,-3,3,0,0,0,0.505174567185607,2,0
22,F,African-American,Less than 25,Medium,Male,1,0,5,0,0,0,-0.9090085910951184,46,1
34,M,Caucasian,25 - 45,High,Male,7,-1,9,0,2,1,0.6697995032060023,44,0
27,M,Caucasian,25 - 45,Medium,Male,1,-1,9,1,0,0,0.604962604489413,29,0
29,F,African-American,25 - 45,High,Male,12,-1,9,0,0,1,-0.1182350388891468,34,0
34,F,Caucasian,25 - 45,Low,Female,2,-19,4,0,0,0,-1.6452897967014088,513,0
29,M,Caucasian,25 - 45,Low,Male,1,-1,2,0,0,0,2.2402532695109176,17,0
26,F,Caucasian,25 - 45,High,Male,1,0,10,0,0,0,-0.7856295205615911,37,0
37,M,African-American,Greater than 45,Low,Female,0,-3,3,0,0,0,1.2973197878041416,12,0
23,F,Caucasian,Less than 25,Low,Male,1,-1,4,0,0,0,2.667928140472416,20,1
51,F,African-American,Greater than 45,Medium,Male,3,0,5,0,1,0,2.747183267918407,43,0
53,F,African-American,Greater than 45,Medium,Male,3,0,3,0,1,0,3.5421834371481165,51,1
35,M,Caucasian,25 - 45,High,Male,0,0,9,0,0,0,-0.2494831647144697,60,0
30,F,African-American,25 - 45,Medium,Male,1,0,5,0,0,0,-0.9798703863003222,42,1
27,F,Caucasian,Less than 25,High,Male,8,-1,9,0,2,2,1.21241351413008,52,0
26,M,Caucasian,25 - 45,Low,Male,4,0,4,0,0,0,0.3760606474342591,46,0
37,M,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,0,2.12528502526854,32,0
59,M,Caucasian,25 - 45,Low,Female,0,0,2,0,0,0,2.489862123944221,13,0
37,M,African-American,25 - 45,Low,Female,0,-3,3,0,0,0,0.0785978052530806,5,0
22,F,Caucasian,Less than 25,High,Male,1,-3,9,0,0,0,1.6349185230775942,20,0
30,M,African-American,25 - 45,Medium,Female,0,-1,5,0,0,0,0.135505883011656,22,0
47,F,African-American,25 - 45,Medium,Male,1,0,3,0,0,0,-1.1570770841834797,31,1
50,F,Caucasian,Greater than 45,Low,Male,0,0,3,0,0,0,0.574228144671643,25,1
23,F,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,0,-0.0632681880886814,17,0
27,M,African-American,Greater than 45,Low,Male,3,0,3,0,0,0,24.76535421317173,19,0
26,F,African-American,Less than 25,Medium,Male,0,0,5,0,0,0,-0.9204321379115152,111,0
56,F,Caucasian,Greater than 45,Low,Female,1,0,1,0,0,0,2.307014581837603,6,0
29,F,Caucasian,25 - 45,High,Male,8,-1,9,0,0,0,-0.110651470162409,713,0
50,F,Caucasian,Greater than 45,High,Male,7,-1,9,0,1,0,-1.7446647972265203,31,1
50,M,Caucasian,25 - 45,Medium,Male,0,0,5,0,0,0,0.4850287046832808,43,0
49,M,Caucasian,Greater than 45,Medium,Male,3,0,5,0,0,0,2.172655237857172,61,0
53,F,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0,1364.109642254633,36,0
21,M,African-American,25 - 45,High,Male,7,-1,9,1,2,2,-0.7638173667798072,39,0
23,F,Caucasian,Less than 25,Low,Male,0,0,4,0,0,0,0.5335746263686404,19,0
34,F,Caucasian,25 - 45,High,Male,18,0,10,0,1,1,-0.1970140831124363,46,1
34,F,Caucasian,25 - 45,Low,Female,2,-26,1,0,0,0,16.896438515576232,19,0
48,F,Caucasian,25 - 45,Low,Male,2,0,1,0,0,0,1.5326749881912125,29,0
23,M,Caucasian,Less than 25,Low,Male,0,-2,3,0,0,0,-0.7343164076881719,9,0
28,M,Caucasian,25 - 45,High,Male,0,-1,8,0,0,0,-1.651152631367306,10,0
20,M,Caucasian,Less than 25,High,Male,0,-1,8,0,0,0,-1.815278408355377,10,0
43,F,Caucasian,25 - 45,High,Male,2,-1,10,0,0,0,-0.6534334486454259,41,1
22,M,African-American,Less than 25,High,Male,0,-1,9,0,0,0,-1.5272484670419677,34,0
22,F,Caucasian,Less than 25,Medium,Female,0,-1,5,0,0,0,-0.6250952653058921,101,1
34,M,African-American,Less than 25,High,Male,1,-1,9,0,0,0,1.7549804289604052,29,0
27,F,African-American,Less than 25,Low,Female,0,-1,3,0,0,0,0.9623856916555223,16,0
35,F,Caucasian,25 - 45,High,Male,3,0,10,0,1,0,0.5459352961085346,57,0
34,F,Caucasian,25 - 45,High,Male,12,-1,9,0,0,3,-1.8749158302514224,19,0
48,M,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,0,1360.9549014146546,36,0
51,F,African-American,Greater than 45,Medium,Male,3,-1,7,0,0,0,1.1756191314334636,39,1
53,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,0,2.047051223626584,19,1
27,F,Caucasian,25 - 45,Low,Male,2,-22,4,0,0,0,-0.8268538780051813,619,1
27,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,0,-1.125509648901568,24,1
28,F,Caucasian,25 - 45,Medium,Male,5,0,5,0,0,0,-1.9739833441190973,941,1
35,F,Caucasian,25 - 45,Low,Male,2,0,4,0,0,0,24.67447526231409,35,1
31,F,African-American,25 - 45,High,Male,0,-1,8,0,0,0,0.3699000869675427,30,1
50,F,Caucasian,25 - 45,Low,Male,1,0,1,0,0,0,1.565151977951498,198,0
28,F,Caucasian,25 - 45,High,Male,7,-1,10,0,0,0,0.6297846198465787,40,0
31,F,Caucasian,25 - 45,High,Male,20,-1,9,0,0,0,-0.8284764660429083,662,0
28,M,African-American,25 - 45,Medium,Male,0,0,5,0,0,0,1.0433803199185776,19,0
30,M,Caucasian,25 - 45,High,Male,3,26,8,0,0,0,477.9018033966063,64,0
22,F,African-American,Less than 25,Medium,Female,0,0,4,0,0,0,-0.0056894823761366,135,0
33,F,Caucasian,Greater than 45,Medium,Male,1,-1,5,0,0,0,0.8660169243547426,40,0
53,M,African-American,25 - 45,Low,Male,0,-1,4,0,0,0,1.4876830645212515,17,0
52,F,Caucasian,Greater than 45,Low,Male,0,0,1,0,0,0,2.6141694002004776,107,0
22,F,African-American,Less than 25,Low,Female,0,-1,3,0,0,0,1.872793804809772,15,0
21,F,African-American,25 - 45,Medium,Male,0,0,5,0,0,0,-0.966573818901158,165,0
27,M,Caucasian,25 - 45,Low,Male,1,-23,4,0,0,0,20.34397741448624,29,0
57,F,African-American,Greater than 45,Low,Male,2,-1,3,0,0,0,0.3539760765725135,48,1
57,M,African-American,Greater than 45,Low,Female,0,-1,1,0,0,0,1.1057987512603622,22,0
35,M,Caucasian,Greater than 45,Low,Female,2,0,3,0,0,0,0.9498178841909096,15,0
29,F,Caucasian,25 - 45,High,Male,0,-1,9,0,0,0,-0.4675128077152286,25,0
20,F,African-American,Less than 25,High,Male,0,-1,9,0,0,0,-0.9109943359868352,12,0
52,F,Caucasian,Greater than 45,Low,Female,4,0,3,0,0,0,0.771612800172869,27,1
27,M,African-American,25 - 45,Low,Male,2,0,2,0,0,0,17.56701089881974,7,0
56,M,African-American,25 - 45,Medium,Male,5,0,5,0,0,0,0.2399625854444658,61,0
23,F,Caucasian,Less than 25,Medium,Female,1,0,5,0,0,0,0.4031167278999589,181,1
35,M,African-American,25 - 45,Low,Female,0,-3,3,0,0,0,0.2343637405559218,28,1
33,F,Caucasian,25 - 45,High,Male,0,-1,10,0,0,0,0.3453479700916485,21,1
36,F,Caucasian,Greater than 45,Low,Male,1,0,1,0,0,0,2.753101294138271,38,0
27,M,African-American,25 - 45,Medium,Female,0,0,5,0,0,0,-0.4163802171046928,16,0
52,F,African-American,25 - 45,Low,Male,3,0,3,0,0,0,-0.5381371739411953,31,0
