age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
45,Self-emp-not-inc,Bachelors,Never-married,Protective-serv,Not-in-family,Black,Female,3,0,85,United-States,<=50K
29,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,1,0,45,United-States,<=50K
28,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,1,0,40,Mexico,<=50K
53,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,5,0,40,United-States,>50K
66,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,1,1874,21,United-States,>50K
69,Private,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,3,1480,50,United-States,<=50K
62,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,8,0,40,United-States,>50K
30,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,6,0,40,United-States,<=50K
47,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,45,Philippines,>50K
25,Private,Some-college,Never-married,Priv-house-serv,Own-child,Black,Female,3,0,21,United-States,<=50K
29,Local-gov,HS-grad,Separated,Protective-serv,Unmarried,Black,Female,3,0,40,United-States,<=50K
24,Private,7th-8th,Never-married,Other-service,Not-in-family,Black,Female,2,0,40,United-States,<=50K
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4,0,59,United-States,<=50K
52,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,13,0,35,United-States,<=50K
61,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,79,United-States,>50K
41,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,4,2060,35,United-States,<=50K
22,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,2,0,40,United-States,<=50K
27,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
59,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,95,England,>50K
21,Private,11th,Never-married,Sales,Own-child,White,Female,6,0,40,Cuba,<=50K
42,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,4,0,40,United-States,<=50K
34,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,7,0,12,United-States,<=50K
59,Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,3,0,36,United-States,<=50K
30,Private,9th,Never-married,Protective-serv,Unmarried,Black,Female,4,0,35,United-States,<=50K
50,Private,HS-grad,Divorced,Protective-serv,Unmarried,White,Male,9,0,40,United-States,<=50K
23,Private,Some-college,Never-married,Other-service,Own-child,White,Male,1,0,20,United-States,<=50K
26,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,45,United-States,<=50K
30,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,40,United-States,>50K
24,Private,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,<=50K
27,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,1,0,28,United-States,<=50K
32,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,45,England,>50K
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,9,0,44,United-States,>50K
56,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,5,0,40,United-States,<=50K
51,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,59,United-States,>50K
51,Private,Preschool,Married-civ-spouse,Tech-support,Other-relative,White,Male,1,0,40,United-States,<=50K
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,54,United-States,<=50K
27,Private,9th,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,45,Poland,<=50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,51,United-States,>50K
59,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,0,53,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Male,2,0,45,United-States,>50K
28,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,40,Guatemala,<=50K
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,0,40,United-States,<=50K
24,Private,HS-grad,Never-married,Protective-serv,Not-in-family,Black,Male,4,1,45,El-Salvador,>50K
48,Self-emp-not-inc,9th,Never-married,Farming-fishing,Other-relative,White,Male,1,0,73,United-States,<=50K
59,Federal-gov,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,3,0,45,United-States,<=50K
33,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,38,United-States,<=50K
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,3534,0,40,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,6,0,40,United-States,>50K
21,Local-gov,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,36,United-States,<=50K
60,State-gov,Masters,Separated,Protective-serv,Unmarried,Black,Male,1,0,59,United-States,>50K
47,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Female,7493,0,40,United-States,<=50K
29,Private,Assoc-voc,Never-married,Machine-op-inspct,Other-relative,White,Male,4356,0,24,Puerto-Rico,<=50K
38,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Male,2,0,38,United-States,>50K
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,1,0,50,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,59,United-States,<=50K
45,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,0,0,50,Mexico,<=50K
57,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,40,United-States,<=50K
38,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,40,United-States,>50K
49,State-gov,Masters,Never-married,Prof-specialty,Unmarried,White,Male,14956,0,40,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,0,40,United-States,<=50K
48,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,3,0,40,United-States,<=50K
21,Private,12th,Never-married,Adm-clerical,Own-child,White,Male,2,0,20,United-States,<=50K
29,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,Black,Male,2,0,59,United-States,>50K
62,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,7540,0,40,United-States,>50K
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7512,0,40,United-States,>50K
67,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Wife,White,Female,1,0,22,Peru,<=50K
23,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,1,0,10,United-States,<=50K
54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2,0,40,United-States,<=50K
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,69,United-States,>50K
47,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,40,Philippines,>50K
18,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,3158,0,7,United-States,<=50K
