LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
9789.768815809106,Female,2,1,20-40,2,4,0,2,0,0,35732.6448805192,36135.55570442627,26693.834265967267,34135.30682215541,33363.916079151335,21607.17695295226,588.7690718028239,2509.15639247576,1232.3154765448485,1320.3683176880936,-112.52723152725878,1157.7647269947606,1
47135.57104720196,Male,1,1,40+,1,2,-1,0,-2,-2,612.0831711774338,812.4767470448386,517.5713591507642,-344.5010312202443,-245.47093785337017,166.21397586396432,339.11268732940573,-204.37274605705892,-39.35220875381208,171.02286458421673,-57.33329465786727,-60.62307742456596,0
148819.85031301383,Male,2,1,40+,-1,-1,-1,-1,2,-1,1862.284673324435,1415.153597171648,-546.4415745475507,436.5895156531016,1386.0425923907678,508.1116881187024,918.3951080993544,481.4994349254971,869.0614075811568,791.4851499860556,2288.341855370044,3313.0208622220725,0
9119.754250205588,Male,1,1,40+,0,0,0,0,0,0,25604.163950397,51214.58556337592,3726.282532625398,28491.83954086261,45226.14167075636,224.46214070725097,3411.68360388404,971.3952046616448,1159.886936293247,1422.94080709455,1149.4100961300787,1181.560939801193,0
122272.19717469768,Female,2,1,20-40,1,2,0,0,0,0,91183.32958153644,109983.33464360583,44859.09452347526,58137.81686529642,136488.88749887844,11026.657287204496,-494.8916374749744,3102.6674691894136,1841.9467531785083,2347.830673073854,4058.6612496427297,4582.939621846304,1
551734.4847828284,Male,1,1,40+,0,0,0,0,0,0,443908.72917148174,436436.7489872165,159755.6898856526,272255.18723638455,142876.53360608558,220655.8253792704,13164.465526222017,19354.33392954001,5470.66174804927,6184.478107845192,45673.8745475258,7339.978803951949,0
342367.3428492891,Male,6,1,20-40,0,0,0,0,0,0,274945.25817980565,404011.73780249874,249789.699531639,162180.54616163598,165189.06869134126,165004.34154549518,17148.398346204118,12527.221148997423,6199.386517963786,1225.8321191483303,224758.9635914659,4137.662060632162,1
497524.3207185181,Female,3,1,20-40,2,2,0,0,0,0,292676.41847837897,275318.6018191929,261227.65218411564,291788.1059705183,275904.29154927284,389021.2827079876,16523.777335092364,12431.24061228295,6036.383861055806,2435.496077628273,54763.401907713305,5523.414987636633,1
492009.511492472,Male,2,1,40+,-1,-1,-1,-1,0,-1,98686.85129571448,25880.874615666296,96341.3922831944,49937.70918448044,72629.4982451747,52422.889643691706,4709.54951770814,7840.997172918645,96798.38374618384,23664.16916719926,246088.7459090844,36927.3627219356,0
21050.06418129565,Male,2,3,40+,-1,-1,2,0,0,-1,991.2994272909737,364.9104020877526,163.29751752012464,1631.4424447929146,577.6053147494167,327.02951512550686,1809.305699738401,605.7855078321074,-44.56357992979463,987.9160785581844,-180.66860307280544,537.7389872677218,1
126884.7303598934,Male,3,2,20-40,0,0,0,0,0,0,96959.9971151842,63888.21169682656,142415.08458252784,84826.58004651121,86659.37425684482,122382.39600401964,4893.59498379473,6513.295819520857,4603.325497815267,8857.767329649623,5100.472772414273,4578.8237162965615,0
158369.4039694963,Male,3,1,40+,0,0,0,0,0,0,106398.97398944134,84289.59629610612,92310.48376866063,131923.69441558758,72361.32397502814,86064.25160496749,6511.444814900746,5884.538422480389,7420.788201085797,2541.3292441556887,5829.406000837207,2632.9906225179525,0
143396.81509919238,Male,2,1,20-40,0,0,0,0,0,0,233574.87916889973,190302.60884248605,205727.7850425041,299353.9855098312,141247.44644128898,155558.35270728977,12971.498624850958,7404.353718767202,10258.609697704178,5113.715589781528,5699.291047247858,4034.729989833112,1
