LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
26357.997953999984,Male,3,2,20-40,1,2,0,0,-2,-2,924.7865427147776,4459.191779684979,31.97181842930388,3913.575383495885,956.1095219329824,917.976371926398,947.0234421211236,4796.496075001447,92.948253363944,-0.4869026629948507,-19.93009293832893,-80.25779144522909,0
506384.2675993857,Male,2,1,20-40,2,0,0,0,0,0,307309.8053625713,290756.56880554406,212704.55358348123,210471.27599068603,364775.90619945584,354468.14662636793,9634.089419409014,6033.773777251582,10486.140657979222,6196.229182533113,9702.28202424447,4792.418964288217,1
19620.80892993757,Male,2,1,20-40,0,0,0,0,0,0,44995.7850632358,44629.87215227864,12725.506343341853,29944.60443942421,12045.799049057608,18558.75545592767,3099.6838635930194,1669.5568597749043,519.3738625688824,709.8013128843118,3038.2722551552133,36.86764760468634,0
45682.65864569391,Female,2,1,20-40,0,0,0,0,2,0,34638.42467531636,28125.221562886887,37977.41703656731,23403.585320158112,23717.895336671303,32574.61217196301,1600.7381297144348,2114.264325069501,523.4603153469441,2000.053962764372,1460.7708069196142,1905.031463718695,0
138758.5770354331,Male,3,2,40+,0,0,0,0,0,0,49407.20176178335,58085.89999622967,78498.16321472125,11407.445154563686,45859.678802052775,80955.25905378284,2604.9118062731964,1502.9867307002594,3177.5241602579,5252.233159335444,11567.819223448754,834.4631122100561,0
249483.75080358912,Male,1,1,20-40,-1,-1,-1,-1,-1,-1,1521.9988991422142,4337.506530575405,23709.37563436821,29615.35093626356,1163.735166477475,815.0228029314674,4201.953598866223,21947.356611368665,3342.4740433938023,17.68238334012193,-344.9353343646635,1512.0949648361252,1
295772.5054962708,Male,6,1,20-40,0,0,0,0,0,0,245610.5129902328,165903.05524807324,210036.63381100376,277204.6413319256,213052.02742117835,243960.5711059961,4901.426699414007,4755.58013163638,7439.849221464745,5532.1845617385125,2891.709647853305,6356.781569175245,0
499590.6763801909,Male,1,2,20-40,-1,-1,-1,-1,0,0,367436.46577180864,210304.4370454913,206526.97911500625,531805.7720884203,648599.9989111592,332935.85199508606,60502.06259754786,44721.92463951036,19937.691066471496,72547.51209348031,10095.364663381377,117487.45727193746,0
12415.14024477848,Male,3,1,20-40,1,2,2,2,2,2,39709.69174394244,33600.469076903726,1412.637851910714,8772.598856980836,3255.8236611139146,-1818.4660146461351,2027.9382176879733,692.5662766291268,81.28406859850793,-270.89488634383315,-79.24689839276678,35.27436758826275,0
348453.0571893421,Male,1,1,20-40,0,0,0,0,0,2,37806.76322195521,44110.9328568706,22225.35035319983,40791.08295661552,56407.936510630105,43974.636612244016,2197.3805946836133,1571.7459610628805,645.3839095983651,898.4017312268869,-99.9762747478621,13.405011365674852,0
149515.0947448271,Male,2,2,20-40,0,0,0,0,0,0,128854.31943261156,22667.32015270692,25450.977437701644,12443.56894112677,222231.7541729941,178851.8416537561,2647.5437237706706,2872.720179297132,1026.2621282946448,5209.522746170446,1351.1303307145515,1523.1508260302076,0
297614.52615592664,Male,1,3,20-40,-1,-1,-1,-1,-1,-1,3189.220800408642,8194.081674882987,1759.5371785191992,4386.37271983248,2929.9694256909297,5473.059830659629,7755.323365891184,181.0808090798036,884.4795521731671,1249.5597378979137,1647.1333961567964,-143.07807918838512,0
15815.211393639584,Male,3,2,20-40,8,7,6,5,4,3,25614.74541061959,7421.812589977773,-2575.965941132227,16415.912840556477,16267.675786021144,22464.25637663188,2386.471902024294,1816.4549310180964,1071.8946449732737,353.7931090979552,-78.29379648915227,178.33350484061043,0
129782.11687610194,Male,2,1,20-40,0,0,0,0,0,-1,68595.9055221705,114312.40429534588,46508.77486947326,31248.65145657592,35373.23698495701,46580.12630898151,3916.619484117516,4660.440578265256,1751.4808964621136,4008.284742774317,4768.336157932621,3273.135386479725,0
12134.868468341218,Male,3,2,20-40,1,-1,2,0,0,0,12700.501246401596,7401.734262923544,10108.440296113336,13794.664418634193,10272.594953758591,16207.37653226145,2306.387386672493,1246.7557399342968,8745.156831868397,257.42058787116093,4156.83096110925,8684.092994454628,0
331552.0148151551,Female,1,1,20-40,0,0,0,0,0,-2,105481.63700526516,60078.07316784078,269198.45464827074,53059.310039609714,53847.76324043146,187644.7254012845,20472.166946795005,17946.692792664093,3758.831338349908,5827.387302519024,272.5278291591377,4016.337958162125,0
125433.02072474967,Male,3,1,40+,0,0,0,0,0,0,211277.24592666788,150261.40995710617,144495.94428806842,161687.0150755801,120568.64160138114,171295.61796459544,6812.311308868115,11707.6850186569,7179.2969747652505,6678.451818456831,8117.98027771648,4462.208570269114,0
495625.77873881714,Male,1,1,20-40,-2,-2,-2,-2,-2,-1,1612.810996022663,2309.0641184104147,-319.5097470567181,1244.0208593234474,2388.7018930533086,1142.7251253289091,1564.9727097799737,82.79202398069071,5961.098475147712,55891.30748029622,1256.3235994903669,2542.2843232506616,0
18174.581103840177,Male,2,1,20-40,3,2,2,2,2,2,26157.78791081569,29717.22820354792,34819.17385667515,22033.38965008147,25064.557651523195,25683.770932468768,1910.6727982745049,-3.775406672537088,140.3422411177055,1.9937165027480432,-24.410079712970685,-80.03148455286708,1
153066.00579526374,Female,1,1,20-40,-1,-1,-1,-1,-1,-1,1807.562394884757,7427.754820450192,1267.5409200181364,302.7537244402502,4048.127522083455,44796.319395113496,261.71572124269574,455.7859830079447,852.8766322903982,205.02427821259843,10148.209557472532,2644.863090807253,0
48333.236018171534,Female,2,2,20-40,0,0,0,0,0,0,50051.746315852346,15258.088368357516,8285.803821215728,22225.12037253578,16018.165500694338,22065.86331929409,316.35124282619927,1808.2771924643057,1187.467809574761,1023.6280499909936,5010.962482701473,897.2506799771309,0
44129.43906652254,Male,3,1,20-40,-1,-1,-1,0,0,0,28328.045806530616,7651.302816938928,49428.603713600365,13621.400289747737,28193.122834294256,16567.887402594297,234.17298908573093,2380.6427469550563,2094.822647314956,2320.7993357907944,8982.63719197936,39528.02120670284,0
454336.5711649004,Male,3,1,20-40,0,0,0,0,0,0,41693.108315499965,46046.89802279556,63006.30119593089,43550.8888962863,19516.803795312364,28228.69567515157,53075.02552309625,41447.22364700325,1276.6743831621857,13376.31440560026,10769.338741290394,1251.3650179212068,0
130883.63217541826,Male,1,1,20-40,-1,-1,-1,-1,0,0,3761.256583766803,-9498.476657422343,10627.23477688946,20300.76718675453,72203.11622638242,34617.935374126115,1066.8127096159203,1861.2402315659103,21307.107575185688,1722.8322735705167,2948.673467595715,9410.584294821325,0
188631.549031827,Male,2,1,20-40,2,2,2,2,0,2,6053.7636685360885,13960.475923192624,27017.99130975205,5353.71567600465,29995.189789839416,50248.65641418647,4478.267554400602,1572.738184693911,2257.320287626586,2268.697948961407,3082.939219629996,3236.978334901059,1
89554.55890640987,Male,1,2,20-40,1,-1,-1,-1,0,0,864.5912483078256,98.38172583487722,2068.3178925110983,3748.930008331716,12632.92484076708,1210.1145775651005,349.7218154541637,-57.44873432678128,44979.689557444086,771.422136314196,1479.3370582349046,1673.605027397829,0
230140.46240970705,Female,3,2,20-40,0,0,0,0,0,0,40680.71152259324,24974.40511314899,26208.639593173462,46329.886386469545,30292.78810580795,26517.111230537164,1937.2217311797908,12685.147725074215,2532.1411009175454,2617.420118304995,4185.982981013965,3163.0669844349186,0
354228.4872970235,Male,1,1,20-40,0,0,0,0,0,0,617970.6887354723,428521.2043623299,459089.4215802023,392548.0114676933,365830.821795186,441549.70115258056,23314.05307392906,13062.82000047588,9630.118993934324,16775.829786567083,10055.66912988197,16609.0342827614,0
141612.97074584832,Female,1,3,20-40,1,-1,-1,-1,-1,-1,1819.0800976890628,1374.5084930651672,1548.460406864849,3317.230376162536,27.17301345391411,531.5398449268,174.294535539648,804.5726736256196,1213.7431490130589,743.7236254189838,2690.541876725923,200.88660547823568,0
78522.50391965186,Male,4,2,20-40,2,2,2,2,2,2,81872.29751219774,128084.09526957254,120152.97254031213,89823.11139589205,120547.486044498,155189.7107705793,4179.253248191032,2094.1878580312687,3635.819783437452,7904.118332108115,1197.007200744187,290.5660384424422,1
135249.52846571562,Male,1,1,20-40,1,2,-2,-2,-2,-2,540.7796540634312,463.9565268601672,-252.5762411508209,73.74673286293682,527.4506590230917,1092.5002067959094,63.191513708461,200.32814734144915,-47.13795465466114,55.15356773718412,9.742709575935224,62.27057111592856,0
47983.844199347484,Male,3,1,20-40,0,0,0,0,0,-1,22290.27414763497,17959.737641861015,19467.54116364583,10556.37536821133,699.0208944476503,199.80333327842,2722.7855544966483,1419.9350187342643,982.4230708303234,1224.156451825504,-86.17996850372805,527.248671644943,0
12222.089404599285,Male,2,1,20-40,8,7,6,5,4,3,9669.480454339202,20061.42524443053,18653.134776866973,30984.06675871818,21980.829177432563,35769.13426143265,-317.2364565593176,2435.6370268266774,1555.4487175364425,-67.66423617674718,-144.898612270933,-118.91516449643008,1
149383.28298651744,Female,2,2,20-40,0,0,0,0,0,0,3723.6250688993214,117447.6695959171,14115.911254409051,9294.246336711927,10605.961737064485,61889.53082847718,4476.667430327676,6276.37352092654,14410.819355960666,2171.8304311981847,1028.4538371568317,13.279380349617073,0
235540.5421528724,Female,1,2,20-40,-1,-1,-1,-1,-1,-1,6093.292931211163,13017.907671392972,10782.673997918682,14782.646498080225,2090.983658182649,941.9156954945572,8909.40266118213,2340.7496684918847,5329.901744997363,491.5518017300785,1365.8104725299718,17144.14745876137,0
46116.458878445264,Male,3,1,20-40,1,2,6,2,4,3,50264.955950082935,40521.973620315744,47151.0239819611,28175.97419664852,30049.046014890075,45603.60178685112,-154.27152804694276,409.07616666823264,65.330591668782,-3.24404930159426,1.4144870936087557,47.2261940520325,0
74324.64015067113,Male,1,2,20-40,2,0,0,0,0,0,44997.31938643761,79664.69267678435,204965.125117016,113236.88698238909,60907.8152031766,203487.5390540808,7303.841954019769,1816.5651221819887,5905.901976751095,17786.376561691253,10082.89594777906,2394.898797233005,1
312906.4217814498,Female,1,1,40+,0,0,-1,0,0,0,31060.24351111448,7214.070540331719,22482.2717320764,40016.25535148771,92870.67573625862,28948.808108647907,-123.85299098993016,53897.58527751587,45020.25456736514,133.6332197078539,405.3274464187151,56313.11150840348,0
53619.811759458025,Male,1,1,20-40,0,0,0,0,0,0,23143.829703587675,43471.3386850094,-754.2786178811256,12008.495309803398,782.556956621971,186.36888382093247,1156.1773869010458,1239.512599160631,941.0338848478992,619.2678882241265,213.90093793680543,-18.68596506869608,0
374144.2209591936,Male,1,2,20-40,-1,-1,-1,0,0,0,13719.001306678689,14115.05588500803,20595.22198606604,259042.48077863327,92423.70723096648,2318.631462197404,1307.7588665804435,5738.817440693956,9930.49988500872,6052.876066707268,-86.75379068950761,-111.80938970272882,0
196628.3760660941,Male,6,1,20-40,0,0,0,0,0,0,206552.6727114223,309735.5734444848,212314.291841787,308291.377441122,81117.45686977556,163851.0177083943,8718.400217780263,16061.557473143082,9736.348867684012,2535.346105766806,54565.27972604237,2032.9171498913176,0
22962.949739309803,Male,1,2,20-40,1,-1,-2,-1,-1,-1,752.6211315282349,100.06883278101076,833.8849677517828,10392.785924405356,4869.681967736037,11493.946988831358,343.6948209353325,271.11135066520444,757.9804381495691,3158.454309525684,5145.558837025087,9481.406761018588,0
106196.04028929288,Male,2,1,40+,0,0,0,0,0,0,99754.28418032496,90541.87773343892,90356.01222096196,88998.95292969477,76275.07494228482,60405.07489993548,105.68159217072856,4129.483739354818,3666.080177850094,6338.598866747305,1655.8911023195697,6842.130307291391,0
371560.2107359475,Male,1,1,20-40,0,0,0,0,0,0,57085.435597373726,20356.900129022328,78522.95867210091,45004.92511391985,45877.39592816967,33743.669641019136,5703.419217761031,1209.2269831645065,2643.817270591668,260.7104044635722,902.5681127511092,70407.08570406454,0
164587.52773252525,Male,2,1,40+,0,0,0,0,0,0,100162.9663802391,105127.43247336974,140736.61798410423,66404.7250944561,79782.00772829834,48392.13428340891,3364.725290294801,5416.78359647513,2180.517633737272,4974.142267599745,4166.172345212747,1453.6275410679823,0
129917.87633690936,Male,3,1,20-40,0,0,-2,-1,-1,-1,9296.550736992038,2932.560327387432,-1866.7895144000088,2211.9406978785737,53187.464323132575,37665.00126387933,3835.820943342928,3619.655740915352,1409.3410745634387,707.7987978225697,842.2251841550502,1647.6092615423358,0
88891.64815189161,Female,2,1,40+,0,0,0,0,0,0,128059.2141619648,91206.761701753,45253.06306746092,78532.37700528128,42467.78449131526,41000.75954071158,802.0884909222802,5824.9112587527725,713.8545603262346,3483.615365887027,2565.021360055254,3346.543692239512,0
138387.90369811785,Male,2,1,20-40,0,0,0,0,0,0,87532.44439219529,81725.38804239524,186946.58704299867,71380.41036392786,82215.25076045498,47166.21578166346,7646.0389938838525,6038.974091022163,8365.371532836465,5905.538928055925,12074.725607880033,1600.0179437878614,0
75909.82884243372,Male,2,2,20-40,0,0,0,0,-1,-1,56337.67194737027,110762.81040458677,59849.75543327532,1156.8961283389071,52516.97864590834,-482.8725035624342,1391.2261684690698,116.43135692116856,168.70199987730723,3103.5974047243208,6.248815358927857,1044.2480936205995,0
239339.6277603748,Male,1,1,20-40,-2,-2,-2,-2,-2,-2,301.9168060931079,4086.332661003444,-64.25940810550105,234.02093265755468,130.88165602471872,-206.28620439134613,1134.6415833281158,1033.1620977190794,410.9763356547976,4004.5700823255465,76.86983110138186,48.652662040526735,1
490137.1764391645,Male,1,1,20-40,0,0,0,0,0,0,295748.01121491124,390777.0233873084,335908.27599892137,296487.5191886891,413790.9446841285,290851.5434915526,8035.370102913353,12630.17616627288,9675.957557386126,2620.6525038597147,88439.0314653152,20452.39384404843,0
19343.29559762802,Male,1,2,20-40,1,-1,-1,0,-2,-2,19786.018996472063,9724.416180403125,2026.028588006082,1907.2309309695484,7731.658073435836,188.8430598887495,4081.2382218832654,1803.652517954156,1777.78457984796,1138.214603510794,1021.80330559672,327.5610329759761,0
193548.8598546229,Male,4,0,20-40,2,0,0,0,0,0,168143.65088252767,155334.03188517614,308074.05950880086,168970.96831871476,44884.61728187982,179187.43937650826,5664.479520343487,7518.276741460868,331.4827175008892,9476.630336223625,6084.1747604703305,2417.0468053006207,1
568978.4769745141,Male,1,1,20-40,1,-2,-2,-1,-2,-1,4169.336073317785,1137.5107403104828,-2232.081769600856,333.9883091356142,3291.939793320578,7912.6181482263455,-481.1705711424576,889.040252597676,84234.50772977842,432.2125947299486,2650.3325050965686,154694.27145421994,0
25850.68970513988,Male,2,2,20-40,2,0,2,2,2,2,13558.351707242353,21597.779245617257,24077.432350253195,17931.387115919213,23360.409598862487,7789.862956919668,2872.394212331327,1841.162462280187,376.14849648418334,2220.202693362832,7062.285846295104,3370.582253230431,1
142752.9010888287,Male,1,1,20-40,1,-2,-2,-2,-2,-2,11722.48725015569,1462.2489034067748,-386.5708910704669,-221.6242615538885,-65.9864557642178,-317.65646515048104,5313.480577091556,1071.6553067040388,-268.42796092560525,-44.78132301918441,-106.46056089619644,39.38371435139254,0
191969.93305473603,Male,3,1,20-40,-2,-2,-2,-2,-2,-1,5227.403669775358,12371.174146516089,59977.43218728624,27829.72554379888,12789.899249515056,21694.63095783951,6489.874089226929,39471.62230994648,12060.913832396864,7936.881917371284,15671.710957646988,-114.1500409358245,0
284201.51206973434,Female,2,2,20-40,0,0,0,0,0,0,94161.3751117907,149510.36984947824,103961.74947743524,71371.73630917998,113153.97841436123,87965.78875579835,8820.026539351598,4967.23704778955,7740.406284817634,6841.201953287911,10588.240127724574,3674.2007957804617,0
51553.31895213711,Male,2,1,20-40,1,2,0,0,0,0,47645.45913939182,62993.547608877096,76907.12473679922,42690.85268895409,42771.61363654452,51523.68721594574,-37.01387360637193,1450.4631145048922,188.72844273614032,372.9438327038925,1154.5936770527956,2742.4944450794774,0
484667.78792842,Male,3,1,20-40,0,0,0,0,0,-1,243488.7897040944,330916.6677859812,255535.0712544021,264773.75850056147,14319.818209133562,375092.9340995452,11298.177326307448,24239.51230179964,4156.457131065016,11834.819828307594,10842.77497928757,12695.658923928371,0
