LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
236514.3794532297,Female,2,1,20-40,-1,-1,-1,-1,-2,-1,167.55354165016183,1047.6903400015567,-154.92220397853055,-130.85516941364608,565.6005246902108,-674.500535195424,293.8862572435954,33.55155658833917,79.05929483472556,5.047957144874204,1231.5376907982577,605.5444030239935,1
136911.2677738089,Female,1,2,40+,-1,-1,-1,-1,-1,-1,6147.956663348079,1108.0098459470837,1450.6016147552646,-178.47391991136044,170.09613483536475,8782.360446528928,1998.4674977964487,673.2806146521852,1080.7904709825482,122.59574151564556,2904.152275777696,1915.1219411998604,0
23576.50860279141,Female,2,2,20-40,1,2,2,2,-2,-1,443.75298066808045,1088.1822898170603,94.24021823880958,697.6285905066818,813.1251005202536,536.3203623526333,401.7004539004097,-203.51111936101165,-10.844074993894196,-24.757871911483733,39.48379285203062,77.5989889892576,1
349868.0481146009,Female,6,1,20-40,2,2,2,2,2,2,84889.90548504266,150505.86631218888,110442.37332194512,117875.8797795118,99834.95742235526,75609.3394217306,2361.61664058488,3196.513204507475,2764.59963880876,355.88099373491065,7460.210418124814,3606.435472070332,1
519882.6691318262,Female,1,2,20-40,-1,-1,-1,-1,-1,-1,11869.71729988754,22494.8929524836,11801.517112764504,8249.15797579773,8943.782120053977,48958.961127479655,6819.790609270387,15970.371631934497,13656.08932545264,14079.186202184705,6956.798500099477,5060.365863605064,0
276386.2344856035,Female,2,2,20-40,0,0,0,0,0,0,310066.57171174005,184411.3592836399,181933.84358352647,221436.49291809805,125335.30434738118,194705.0715097012,6396.440554459106,10639.838369826371,9443.59444318672,8879.793692518037,1855.4408606418544,5229.600877280903,1
142760.34552477684,Female,1,1,40+,-2,-2,-2,-2,-2,-2,2545.4759291810205,15368.134497201656,2416.3519350262504,4062.859371571678,12642.895268760038,13516.69001970871,8466.793386837022,4102.188260037882,1445.0021759080091,1899.1662012808624,1872.010096030084,1122.9364474088236,0
79290.1927851146,Female,2,2,20-40,1,-2,-2,-2,-2,-1,254.5080617390488,625.1139672482574,1052.3800562226404,839.1965688526888,6379.46980515993,-1147.502373190655,2356.166813900867,475.79275139151525,1272.4021566011063,489.6903952362526,14290.189814610896,352.99513172920933,0
236795.3275262816,Female,2,2,20-40,2,-1,0,0,2,-1,176579.4301327544,285114.34255318367,89606.34362400195,201903.72386296143,339413.77374583366,124682.87279196236,10856.39528529418,12811.110538984756,7536.736025309157,13588.918897488007,7219.01362182224,10269.843781341751,0
48050.07697024291,Female,2,1,20-40,6,6,3,4,4,5,20278.529934583246,18116.03013928419,15728.79153358611,18607.110197896287,12685.953554577369,27023.01971206264,264.9061622725036,1505.8143556050532,350.3234464712518,422.4398286192825,-123.26156774826944,1545.3598133060336,1
45065.869124051,Female,2,1,20-40,1,3,0,0,2,0,45605.17454393938,50019.84701071437,52113.3239998943,17613.85635232155,27367.15979597981,27319.03734392897,1475.5174421114475,492.8073069522305,179.4341128023937,28.948802733025104,59.84114361521436,-70.72749401123622,0
209263.38131271384,Female,3,1,40+,-1,-1,-1,-1,-1,-1,60547.48812938081,2927.119036756092,62483.62440754247,1729.832396659011,1794.9927364513755,531.4442980485662,1319.72767835207,4329.543996245355,2288.136032318305,26150.779542440858,1739.098367030698,1943.0067472999065,0
86608.9950729163,Female,2,2,20-40,-1,2,-1,2,-1,-1,559.8533639690148,1291.0415005333195,441.18888524216425,781.763442610488,244.7226275490572,473.1447343275413,433.40684622622905,858.5866658446421,111.8193031671849,160.56954975477117,-0.0441909426905624,-55.75833455607318,1
280886.9370412618,Female,3,1,20-40,0,0,0,0,0,0,300617.0576951917,97890.52226108468,200542.95981416368,81120.38844367894,97537.0977538413,127152.73798457113,4368.394322055712,8111.974990316428,22866.739414047264,5551.727357160838,2597.8080371080296,5970.21090900039,0
224692.9507175908,Female,1,1,20-40,-2,-2,-2,-2,-2,-1,10529.199667405615,9919.095989941052,20997.063961208027,8856.602858424181,8985.609060407463,14420.84002608932,13947.471972658075,7880.32621002933,7396.956699141048,16828.068428003528,13248.814793291824,13200.874639266409,0
487696.4649897644,Female,3,1,40+,0,0,0,0,0,0,83753.12582673389,122381.3427827986,71324.38369415865,50471.92220562938,77059.28670048082,155012.39966139777,32997.61312659143,8810.570125178956,8597.808477583581,69849.3177953554,3126.170479017319,84688.58290094715,0
155546.4451236492,Female,1,1,40+,1,-1,-2,-1,-2,-1,317.73994520602764,-102.29479739924592,564.1562392936721,1.2239894643747675,223.2276988417996,-196.4899277827161,149.37414982254154,-760.9917540120782,32.685833960165155,175.44329552373304,-147.40768947637147,35.88159255133897,1
111917.2149764056,Female,2,2,20-40,1,-2,4,-2,-2,-2,-725.5629261462109,-1093.3168171144127,868.0692486479154,-1219.909564286048,-77.86440698458773,155.51268533070498,368.361975407364,-1246.5441140969524,78.11512056855821,-299.229726185123,-121.19056686025525,257.6294733095724,1
483948.4832355956,Female,1,1,40+,-1,-1,-1,-1,-1,-1,26290.993168011184,38177.03223864886,48129.82570105526,36914.94067954838,35704.223562437604,37303.77488647374,3068.7385271289563,20487.67731852057,876.608082920907,3580.4019307577973,8469.348080544409,2056.809261327498,0
483998.7439680233,Female,1,2,40+,-1,-1,0,0,-1,-1,243971.59951339252,75550.52989590005,337929.3570144798,59873.45003766628,90580.241496928,160177.05097356802,10255.004477447608,8351.1970127319,8609.881126603923,14182.33657912124,67496.2091781488,4310.967185471468,0
312383.2076445265,Female,2,1,20-40,0,0,0,0,2,0,34202.26159715403,51319.550122595785,75791.9783910205,25443.94737077408,31210.12227393472,38655.82875193222,3646.0646339432815,1452.5578088370687,1407.340896864733,1770.6063570084652,-153.13385004824184,239.368342897406,0
127655.3236289316,Female,3,1,40+,2,1,2,3,2,3,76587.71952486124,94730.5356587109,81033.25662415205,65886.3734908468,63468.53100843967,91725.70750083608,84.93168307591077,310.71498301141264,4315.496821278013,26416.96704537905,89.53569766076845,1131.1323227265284,0
164269.1994573342,Female,1,2,20-40,-2,-2,-2,-2,-2,-2,997.2870377377592,2418.641657526397,919.4284281075984,319.3459473878469,3962.527216352,-212.57803762668743,660.3491037440288,602.3640749885603,-123.31698855356512,102.60282000646676,31.795799045545262,1530.853119773716,1
60755.73079833762,Female,3,1,20-40,0,0,0,0,0,-1,45831.89102443542,68499.76811377725,42136.89092287012,11717.387762046736,5225.908518031422,112.07265968553465,2401.682768971222,1680.208840003167,1140.8478831443422,631.3663038320132,153.91932134391777,1034.9342235313734,0
236272.87231647823,Female,1,2,20-40,2,-1,-1,-1,-1,0,398250.46748265385,22196.649087265472,264323.3923136314,154813.8841739661,238632.61739762416,204965.7294895627,9151.088853593568,11263.5951204064,13107.415305375816,8562.279490843404,7005.264822488723,13083.91666998545,0
